GasDate,FacilityName,FacilityId,ConnectionPointName,ConnectionPointId,ActualQuantity,FlowDirection,State,LocationName,LocationId,Quality
10/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,165.049,RECEIPT,VIC,Longford Hub,530015,OK
10/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,16.119,DELIVERY,VIC,Longford Hub,530015,OK
10/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,11.763,DELIVERY,VIC,Longford Hub,530015,OK
10/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,1.444,DELIVERY,VIC,Regional - VIC,590012,OK
10/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.398,DELIVERY,VIC,Regional - VIC,590012,OK
10/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
10/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
11/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,55.102,DELIVERY,NSW,Sydney,520008,OK
11/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,3.85,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.122,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.381,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.019,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,6.102,DELIVERY,NSW,Sydney,520008,OK
11/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.223,DELIVERY,NSW,Sydney,520008,OK
11/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
11/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,3.729,DELIVERY,NSW,Canberra,520009,OK
11/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.168,DELIVERY,NSW,Regional - NSW,590011,OK
11/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,100.003,RECEIPT,VIC,Longford Hub,530015,OK
11/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,13.536,DELIVERY,VIC,Longford Hub,530015,OK
11/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,13.715,DELIVERY,VIC,Longford Hub,530015,OK
11/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,1.097,DELIVERY,VIC,Regional - VIC,590012,OK
11/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.337,DELIVERY,VIC,Regional - VIC,590012,OK
11/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
11/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
12/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,57.738,DELIVERY,NSW,Sydney,520008,OK
12/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,3.984,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.065,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.757,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.019,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,6.604,DELIVERY,NSW,Sydney,520008,OK
12/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.346,DELIVERY,NSW,Sydney,520008,OK
12/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
12/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,3.619,DELIVERY,NSW,Canberra,520009,OK
12/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.185,DELIVERY,NSW,Regional - NSW,590011,OK
12/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,106.001,RECEIPT,VIC,Longford Hub,530015,OK
12/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,13.663,DELIVERY,VIC,Longford Hub,530015,OK
12/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,10.281,DELIVERY,VIC,Longford Hub,530015,OK
12/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,1.449,DELIVERY,VIC,Regional - VIC,590012,OK
12/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.37,DELIVERY,VIC,Regional - VIC,590012,OK
12/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
12/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
13/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,70.715,DELIVERY,NSW,Sydney,520008,OK
13/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.064,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.124,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.784,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.015,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,7.033,DELIVERY,NSW,Sydney,520008,OK
13/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.251,DELIVERY,NSW,Sydney,520008,OK
13/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
13/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,4.237,DELIVERY,NSW,Canberra,520009,OK
13/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.217,DELIVERY,NSW,Regional - NSW,590011,OK
13/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,123.112,RECEIPT,VIC,Longford Hub,530015,OK
13/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,18.817,DELIVERY,VIC,Longford Hub,530015,OK
13/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,9.027,DELIVERY,VIC,Longford Hub,530015,OK
13/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,8,DELIVERY,VIC,Regional - VIC,590012,OK
13/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.486,DELIVERY,VIC,Regional - VIC,590012,OK
13/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
13/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
14/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,88.392,DELIVERY,NSW,Sydney,520008,OK
14/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.105,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.125,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,5.067,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.014,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,7.432,DELIVERY,NSW,Sydney,520008,OK
14/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.262,DELIVERY,NSW,Sydney,520008,OK
14/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
14/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,4.111,DELIVERY,NSW,Canberra,520009,OK
14/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.201,DELIVERY,NSW,Regional - NSW,590011,OK
14/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,167.188,RECEIPT,VIC,Longford Hub,530015,OK
14/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,30.102,DELIVERY,VIC,Longford Hub,530015,OK
14/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,20.343,DELIVERY,VIC,Longford Hub,530015,OK
14/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,5.841,DELIVERY,VIC,Regional - VIC,590012,OK
14/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.472,DELIVERY,VIC,Regional - VIC,590012,OK
14/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
14/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
15/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,22.972,DELIVERY,NSW,Regional - NSW,590011,OK
